/Users/michaelbeachum/Desktop/Data/IMG/center_2019_06_17_00_19_04_438.jpg, /Users/michaelbeachum/Desktop/Data/IMG/left_2019_06_17_00_19_04_438.jpg, /Users/michaelbeachum/Desktop/Data/IMG/right_2019_06_17_00_19_04_438.jpg, 0, 0, 0, 8.204327E-05
/Users/michaelbeachum/Desktop/Data/IMG/center_2019_06_17_00_19_04_563.jpg, /Users/michaelbeachum/Desktop/Data/IMG/left_2019_06_17_00_19_04_563.jpg, /Users/michaelbeachum/Desktop/Data/IMG/right_2019_06_17_00_19_04_563.jpg, 0, 0, 0, 8.235955E-05
/Users/michaelbeachum/Desktop/Data/IMG/center_2019_06_17_00_19_04_680.jpg, /Users/michaelbeachum/Desktop/Data/IMG/left_2019_06_17_00_19_04_680.jpg, /Users/michaelbeachum/Desktop/Data/IMG/right_2019_06_17_00_19_04_680.jpg, 0, 0, 0, 8.152425E-05
/Users/michaelbeachum/Desktop/Data/IMG/center_2019_06_17_00_19_04_793.jpg, /Users/michaelbeachum/Desktop/Data/IMG/left_2019_06_17_00_19_04_793.jpg, /Users/michaelbeachum/Desktop/Data/IMG/right_2019_06_17_00_19_04_793.jpg, 0, 0, 0, 8.277321E-05
/Users/michaelbeachum/Desktop/Data/IMG/center_2019_06_17_00_19_04_916.jpg, /Users/michaelbeachum/Desktop/Data/IMG/left_2019_06_17_00_19_04_916.jpg, /Users/michaelbeachum/Desktop/Data/IMG/right_2019_06_17_00_19_04_916.jpg, 0, 0, 0, 8.207672E-05
/Users/michaelbeachum/Desktop/Data/IMG/center_2019_06_17_00_19_05_031.jpg, /Users/michaelbeachum/Desktop/Data/IMG/left_2019_06_17_00_19_05_031.jpg, /Users/michaelbeachum/Desktop/Data/IMG/right_2019_06_17_00_19_05_031.jpg, 0, 0, 0, 8.357863E-05
/Users/michaelbeachum/Desktop/Data/IMG/center_2019_06_17_00_19_05_149.jpg, /Users/michaelbeachum/Desktop/Data/IMG/left_2019_06_17_00_19_05_149.jpg, /Users/michaelbeachum/Desktop/Data/IMG/right_2019_06_17_00_19_05_149.jpg, 0, 0, 0, 8.214077E-05
/Users/michaelbeachum/Desktop/Data/IMG/center_2019_06_17_00_19_05_269.jpg, /Users/michaelbeachum/Desktop/Data/IMG/left_2019_06_17_00_19_05_269.jpg, /Users/michaelbeachum/Desktop/Data/IMG/right_2019_06_17_00_19_05_269.jpg, 0, 0, 0, 8.183214E-05
/Users/michaelbeachum/Desktop/Data/IMG/center_2019_06_17_00_19_05_386.jpg, /Users/michaelbeachum/Desktop/Data/IMG/left_2019_06_17_00_19_05_386.jpg, /Users/michaelbeachum/Desktop/Data/IMG/right_2019_06_17_00_19_05_386.jpg, 0, 0, 0, 8.144736E-05
/Users/michaelbeachum/Desktop/Data/IMG/center_2019_06_17_00_19_05_503.jpg, /Users/michaelbeachum/Desktop/Data/IMG/left_2019_06_17_00_19_05_503.jpg, /Users/michaelbeachum/Desktop/Data/IMG/right_2019_06_17_00_19_05_503.jpg, 0, 0, 0, 8.171472E-05
